,cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender,race
307,1.0,45.0,3.4,0.97,1.27,1,1.0,5.0,-60.0,0,1
308,3.0,39.0,2.9,0.02,-0.45,0,1.0,4.0,-57.0,1,1
309,5.0,43.0,3.4,-0.01,0.73,1,1.0,5.0,-62.0,1,1
310,1.0,39.0,3.1,1.03,0.87,1,1.0,1.0,-54.0,0,1
311,3.0,39.0,3.6,1.3,1.13,1,1.0,4.0,-62.0,1,1
312,6.0,30.0,2.8,-0.69,-0.79,0,1.0,4.0,-62.0,0,0
313,1.0,30.5,3.6,0.15,-0.24,1,1.0,3.0,-48.0,1,1
314,1.0,39.0,3.7,-1.13,-0.53,0,1.0,3.0,-44.0,1,1
315,6.0,31.0,2.2,0.18,-0.11,0,1.0,2.0,-38.0,0,0
316,1.0,26.0,3.6,-1.23,-1.41,0,1.0,3.0,-61.0,0,0
317,6.0,34.0,3.1,-1.16,-1.01,0,1.0,3.0,-60.0,0,1
318,4.0,27.0,3.6,-0.98,-1.32,1,1.0,4.0,-61.0,0,1
319,3.0,35.0,2.4,0.83,0.27,1,1.0,5.0,-61.0,0,0
320,3.0,30.0,2.8,-0.61,-1.26,0,2.0,3.0,-64.0,0,0
321,4.0,43.0,3.5,-0.83,0.18,1,1.0,1.0,-44.0,1,1
322,3.0,39.5,3.2,0.03,0.1,1,1.0,4.0,-61.0,1,1
323,3.0,39.0,2.7,-0.28,-0.66,1,1.0,4.0,-62.0,0,1
324,1.0,39.5,2.9,-1.22,-0.81,1,1.0,4.0,-61.0,1,1
325,3.0,35.0,3.0,0.84,1.54,1,1.0,2.0,-41.0,1,1
326,4.0,33.0,3.8,-0.28,0.48,1,1.0,3.0,-62.0,1,1
327,1.0,37.0,3.7,1.07,1.41,1,1.0,4.0,-58.0,0,1
328,3.0,36.5,3.4,-1.47,-1.4,0,1.0,4.0,-61.0,0,1
329,3.0,36.0,3.1,-0.1,-0.36,1,1.0,4.0,-61.0,0,1
330,6.0,28.0,2.2,-0.65,0.11,0,1.0,4.0,-56.0,0,0
331,4.0,46.0,3.9,0.2,0.1,1,1.0,4.0,-62.0,0,1
332,3.0,37.0,3.9,2.22,2.55,1,2.0,3.0,-58.0,1,0
333,1.0,39.0,3.1,-1.76,-1.44,0,2.0,2.0,-52.0,1,1
334,6.0,24.0,2.6,-1.53,-0.65,0,1.0,2.0,-60.0,1,0
335,3.0,33.0,2.4,-0.75,-0.86,0,1.0,3.0,-58.0,1,0
336,3.0,38.0,2.8,-0.74,-1.3,0,1.0,4.0,-49.0,0,1
337,1.0,37.0,3.6,0.03,0.45,1,1.0,3.0,-48.0,0,1
338,6.0,22.0,3.1,1.29,0.3,0,1.0,3.0,-57.0,0,0
339,3.0,44.0,2.7,0.35,0.13,1,1.0,5.0,-62.0,0,1
340,3.0,25.0,2.7,-1.08,-1.3,0,2.0,1.0,-51.0,1,0
341,3.0,34.0,3.1,-0.73,-1.8,0,1.0,3.0,-63.0,1,0
342,3.0,28.0,2.1,-1.06,-1.97,0,1.0,3.0,-63.0,1,0
343,3.0,26.0,2.9,-2.09,-1.07,0,1.0,5.0,-62.0,0,1
344,4.0,45.0,3.5,-1.7,-1.38,1,1.0,4.0,-61.0,0,1
345,3.0,35.0,3.7,1.38,1.57,1,1.0,4.0,-61.0,0,1
346,3.0,40.0,3.9,0.44,1.12,1,1.0,4.0,-62.0,1,1
347,4.0,33.5,2.7,-0.23,-0.48,0,2.0,4.0,-54.0,0,1
348,1.0,31.5,2.6,-0.75,-1.26,0,1.0,4.0,-59.0,0,0
349,3.0,35.0,2.9,-1.24,-1.32,1,1.0,4.0,-40.0,1,1
350,3.0,26.5,3.2,-1.66,-1.12,0,1.0,4.0,-54.0,0,1
351,1.0,24.0,2.6,-0.8,-1.27,0,1.0,3.0,-58.0,0,0
352,6.0,29.0,3.5,-0.08,-1.0,0,1.0,3.0,-60.0,1,1
353,3.0,33.0,3.0,0.32,0.55,1,1.0,4.0,-67.0,0,1
354,3.0,37.0,2.9,-0.46,-0.41,1,1.0,4.0,-62.0,1,1
355,4.0,34.0,3.2,-0.01,0.41,1,1.0,1.0,-60.0,0,1
356,1.0,36.3,3.5,-0.56,-0.79,0,1.0,2.0,-61.0,0,1
357,1.0,40.0,3.6,0.72,0.41,1,1.0,4.0,-62.0,0,1
358,1.0,38.0,3.2,0.19,0.1,1,1.0,2.0,-59.0,1,1
359,5.0,41.0,2.6,0.09,-0.1,1,1.0,5.0,-61.0,0,1
360,2.0,26.0,3.2,-0.27,0.24,1,1.0,2.0,-61.0,1,1
361,3.0,36.0,2.9,0.63,0.34,1,1.0,3.0,-61.0,0,1
362,3.0,37.5,3.5,-0.21,-1.15,0,1.0,3.0,-62.0,1,1
363,5.0,43.0,3.7,1.28,1.35,1,1.0,4.0,-62.0,0,1
364,1.0,27.0,3.3,-1.76,-1.84,0,1.0,3.0,-62.0,1,0
365,4.0,41.0,3.8,0.23,1.15,1,1.0,3.0,-59.0,1,0
366,6.0,35.0,3.7,1.1,1.0,1,1.0,3.0,-56.0,0,1
367,3.0,39.0,2.4,-0.55,-1.16,0,1.0,2.0,-66.0,0,1
368,4.0,48.0,3.5,-1.17,-1.57,0,1.0,3.0,-62.0,0,1
369,1.0,41.0,3.2,-0.29,-0.73,1,1.0,3.0,-63.0,1,1
370,1.0,25.0,2.5,-1.65,-1.8,0,1.0,4.0,-36.0,1,0
371,1.0,32.0,2.7,-1.04,-1.52,0,1.0,3.0,-63.0,1,0
372,2.0,40.0,3.5,1.03,1.28,1,1.0,5.0,-63.0,1,1
373,3.0,44.0,2.2,-0.29,-0.89,0,1.0,3.0,-61.0,0,1
374,3.0,39.0,2.5,0.88,0.1,0,1.0,4.0,-57.0,0,1
375,4.0,29.0,3.2,-0.99,-0.88,0,1.0,3.0,-62.0,0,0
376,2.0,38.0,2.5,-1.12,-1.37,0,1.0,4.0,-58.0,0,1
377,4.0,37.0,4.0,1.23,1.36,1,1.0,2.0,-58.0,1,1
378,4.0,35.5,3.6,-1.23,-0.98,0,1.0,4.0,-59.0,0,1
379,2.0,27.0,3.6,-0.2,0.23,1,1.0,3.0,-61.0,0,1
380,1.0,48.0,2.6,-0.55,-0.85,1,1.0,4.0,-65.0,0,1
381,3.0,30.0,2.9,-0.99,-1.07,0,1.0,5.0,-59.0,1,0
382,3.0,37.0,3.4,-0.68,-0.71,1,1.0,4.0,-62.0,1,0
383,5.0,37.0,3.3,-1.07,-1.18,0,1.0,1.0,-56.0,0,0
384,3.0,40.5,2.5,-0.15,-0.02,1,1.0,4.0,-61.0,0,1
385,3.0,29.0,2.4,-2.26,-1.98,0,1.0,3.0,-62.0,0,0
386,3.0,37.0,2.3,1.04,0.6,1,1.0,2.0,-61.0,0,1
387,3.0,47.0,2.2,-0.86,-1.99,0,1.0,4.0,-57.0,1,1
388,3.0,35.0,3.3,-0.2,-0.1,1,1.0,3.0,-62.0,1,1
389,1.0,22.0,2.6,-0.99,-1.42,0,1.0,3.0,-61.0,1,0
390,3.0,39.0,2.3,-0.03,-0.26,1,1.0,5.0,-59.0,0,1
391,3.0,35.0,3.7,-0.79,-1.59,0,1.0,3.0,-52.0,0,1
392,2.0,29.0,3.0,-1.56,-1.75,0,1.0,3.0,-62.0,0,0
393,1.0,31.0,3.8,-0.45,-0.68,1,1.0,2.0,-48.0,0,1
394,3.0,40.0,2.4,1.27,0.13,1,1.0,4.0,-66.0,1,1
395,3.0,42.0,4.0,0.07,0.79,1,1.0,2.0,-61.0,1,1
396,4.0,39.0,3.7,-0.29,0.38,1,1.0,3.0,-62.0,0,1
397,3.0,36.5,3.1,-0.56,-0.63,1,1.0,4.0,-62.0,0,1
398,3.0,35.0,2.4,0.53,0.23,1,1.0,2.0,-56.0,0,1
399,1.0,34.0,3.3,-0.75,0.25,1,2.0,2.0,-63.0,1,1
400,3.0,32.0,2.9,1.1,0.57,1,1.0,5.0,-62.0,1,1
401,4.0,38.0,3.3,1.52,1.54,1,2.0,3.0,-58.0,0,1
402,3.0,34.0,3.1,0.8,0.73,1,1.0,3.0,-62.0,1,1
403,3.0,25.0,2.5,-0.52,-0.71,0,1.0,2.0,-47.0,0,0
404,4.0,30.5,2.7,-0.32,-0.73,0,2.0,3.0,-46.0,1,1
405,1.0,33.0,3.8,0.39,0.26,0,1.0,4.0,-61.0,0,1
406,3.0,35.0,3.3,0.78,1.02,1,1.0,5.0,-59.0,0,1
407,2.0,36.0,2.9,0.13,-1.44,0,1.0,4.0,-61.0,1,1
408,1.0,37.0,3.6,-1.31,-1.45,0,1.0,4.0,-62.0,0,1
409,1.0,41.0,3.0,-2.03,-1.09,1,1.0,4.0,-63.0,1,1
410,1.0,42.0,3.8,0.77,0.88,1,1.0,4.0,-62.0,0,1
411,2.0,28.5,3.4,-0.61,-0.09,0,1.0,4.0,-61.0,0,1
412,1.0,31.5,3.2,-1.49,-1.29,1,1.0,4.0,-62.0,0,0
413,1.0,40.0,3.3,0.36,0.93,1,1.0,4.0,-60.0,1,1
414,1.0,35.5,3.6,-1.52,-0.69,1,1.0,3.0,-62.0,1,1
415,4.0,38.0,3.0,-0.69,-0.61,0,1.0,3.0,-61.0,1,1
416,1.0,37.0,3.3,0.63,0.19,1,1.0,3.0,-61.0,1,1
417,1.0,33.5,3.4,-0.43,-0.74,1,1.0,5.0,-62.0,0,1
418,3.0,28.0,3.1,-0.85,-1.11,0,1.0,3.0,-62.0,0,0
419,3.0,36.0,3.6,1.21,1.24,1,1.0,3.0,-56.0,1,1
420,3.0,41.0,2.7,-1.32,-1.64,0,1.0,4.0,-61.0,0,1
421,6.0,31.0,2.7,0.14,0.09,0,1.0,5.0,-63.0,1,0
422,2.0,28.0,3.1,0.9,-0.32,0,2.0,4.0,-60.0,1,1
423,1.0,43.0,3.6,0.92,0.79,1,1.0,2.0,-55.0,0,1
424,1.0,41.0,3.5,-0.86,-0.79,0,1.0,4.0,-62.0,1,1
425,1.0,24.0,3.3,0.18,-0.93,0,1.0,1.0,-51.0,0,0
426,4.0,22.0,3.0,-2.01,-3.21,0,1.0,3.0,-58.0,0,0
427,1.0,29.0,2.8,-1.75,-2.04,0,1.0,3.0,-67.0,0,0
428,1.0,44.0,3.4,1.45,1.5,1,1.0,2.0,-49.0,1,1
429,6.0,27.0,2.9,-0.58,-1.11,0,1.0,2.0,-58.0,0,0
430,3.0,36.0,2.9,-0.92,-1.52,0,1.0,4.0,-59.0,0,1
431,3.0,25.0,3.6,-1.94,-1.62,0,1.0,3.0,-57.0,1,0
432,4.0,42.0,3.7,0.67,0.32,1,1.0,5.0,-61.0,0,1
433,1.0,33.0,3.3,-0.65,-0.99,0,1.0,3.0,-59.0,1,0
434,3.0,34.0,3.0,-0.6,-1.1,0,1.0,2.0,-58.0,0,1
435,5.0,40.0,3.7,-1.66,-2.11,0,1.0,5.0,-62.0,1,0
436,1.0,36.0,2.8,0.14,-0.02,1,1.0,4.0,-55.0,0,1
437,3.0,40.0,2.5,1.38,1.22,1,1.0,3.0,-61.0,0,1
438,2.0,34.0,2.5,-0.4,-1.09,0,1.0,4.0,-61.0,0,1
439,1.0,40.0,3.2,-2.25,-1.83,1,1.0,3.0,-45.0,1,1
440,4.0,34.0,3.2,0.82,0.38,1,1.0,3.0,-61.0,0,1
441,3.0,37.0,2.5,-0.1,-0.42,1,1.0,4.0,-62.0,0,1
442,1.0,37.0,4.0,0.21,0.36,1,1.0,4.0,-61.0,0,1
443,4.0,41.0,3.1,0.08,-0.45,0,1.0,4.0,-61.0,1,0
444,3.0,37.0,3.0,-0.61,0.03,1,1.0,4.0,-58.0,0,1
445,1.0,37.0,2.9,-1.45,-1.55,0,1.0,3.0,-61.0,0,0
446,1.0,28.3,2.4,-2.18,-1.93,0,1.0,1.0,-65.0,0,0
447,4.0,41.0,3.7,1.14,1.3,1,1.0,4.0,-62.0,0,1
448,4.0,34.5,2.5,1.3,0.68,1,1.0,5.0,-62.0,1,1
449,3.0,37.0,3.0,0.62,0.19,1,1.0,3.0,-61.0,0,1
450,1.0,39.0,3.1,1.84,2.12,1,1.0,5.0,-56.0,0,1
451,3.0,34.0,3.8,0.14,1.41,1,1.0,3.0,-62.0,0,1
452,3.0,21.0,3.4,-0.27,-2.12,0,1.0,3.0,-60.0,0,0
453,4.0,45.0,3.3,-0.18,-0.16,1,1.0,3.0,-49.0,1,1
454,4.0,32.0,2.4,-1.17,-1.16,1,1.0,3.0,-64.0,0,0
455,4.0,44.0,3.2,-0.49,-0.7,1,1.0,5.0,-53.0,0,1
456,3.0,38.0,2.6,-0.33,-0.51,0,1.0,4.0,-60.0,0,1
457,4.0,36.0,3.0,-0.57,-0.76,0,1.0,4.0,-60.0,1,1
458,6.0,27.7,2.6,-0.15,-0.19,0,1.0,4.0,-60.0,0,1
459,4.0,19.0,2.4,-1.26,-1.91,0,2.0,3.0,-64.0,0,0
460,4.0,32.0,3.1,0.78,0.15,0,2.0,3.0,-51.0,0,1
461,3.0,39.0,3.5,2.34,2.5,1,1.0,5.0,-61.0,0,1
462,4.0,40.0,3.7,-0.04,0.06,1,1.0,3.0,-60.0,0,1
463,1.0,40.0,2.9,0.21,0.28,1,1.0,3.0,-61.0,1,1
464,1.0,43.0,3.8,1.76,1.63,1,1.0,3.0,-62.0,1,1
465,3.0,35.0,3.0,-0.95,-1.09,0,1.0,3.0,-62.0,0,1
466,3.0,30.0,2.7,0.9,0.28,0,2.0,4.0,-60.0,0,1
467,3.0,34.0,3.3,-0.47,-0.97,0,1.0,4.0,-62.0,1,1
468,3.0,38.0,3.4,0.81,0.58,0,1.0,4.0,-54.0,1,1
469,3.0,25.0,3.2,-1.6,-2.03,0,1.0,3.0,-66.0,1,0
470,4.0,45.0,3.7,-1.47,-2.52,0,1.0,2.0,-62.0,1,1
471,3.0,31.0,3.3,-1.02,-1.25,0,1.0,4.0,-59.0,1,1
472,6.0,22.0,2.8,0.64,-0.55,0,1.0,3.0,-44.0,0,0
473,3.0,31.5,2.4,-2.02,-2.53,0,1.0,4.0,-40.0,1,1
474,4.0,41.0,3.5,-0.92,-0.22,1,1.0,3.0,-62.0,0,1
475,1.0,40.0,3.8,2.44,2.43,1,1.0,4.0,-44.0,1,1
476,2.0,40.0,2.9,-0.64,-1.43,0,1.0,4.0,-61.0,1,1
477,6.0,19.0,2.5,0.05,-0.76,0,1.0,2.0,-60.0,1,0
478,5.0,36.0,2.5,0.12,-0.13,1,1.0,4.0,-59.0,0,0
479,2.0,36.0,2.8,0.24,0.52,0,1.0,5.0,-53.0,0,1
480,1.0,42.0,3.0,-2.14,-2.26,0,1.0,4.0,-64.0,0,0
481,3.0,32.0,3.8,1.26,1.24,1,1.0,4.0,-60.0,1,1
482,1.0,44.0,3.1,1.97,2.23,1,1.0,3.0,-51.0,0,1
483,3.0,32.0,3.5,-0.91,-1.1,1,1.0,2.0,-51.0,1,1
484,2.0,24.0,2.7,0.73,0.0,1,2.0,3.0,-48.0,1,0
485,3.0,28.0,3.2,-2.0,-2.36,0,1.0,4.0,-66.0,1,1
486,4.0,44.0,3.7,0.34,0.09,1,1.0,4.0,-63.0,1,0
487,3.0,30.0,3.0,-0.33,-0.29,0,1.0,5.0,-61.0,1,1
488,5.0,45.0,3.6,-0.78,-0.51,1,1.0,5.0,-61.0,1,1
489,3.0,37.0,3.8,1.85,1.97,1,1.0,2.0,-55.0,0,1
490,6.0,17.0,3.0,-0.68,-0.82,0,1.0,2.0,-61.0,0,0
491,4.0,47.0,3.2,1.11,1.03,1,1.0,1.0,-55.0,0,1
492,3.0,35.0,3.0,-0.39,-1.03,1,1.0,3.0,-59.0,0,1
493,4.0,43.0,3.5,-0.49,0.06,1,1.0,4.0,-63.0,1,1
494,1.0,36.0,3.4,-0.25,-0.15,0,1.0,3.0,-59.0,0,0
495,6.0,24.0,2.4,-0.36,-1.17,0,1.0,2.0,-56.0,0,0
496,4.0,33.0,2.4,1.59,0.65,0,2.0,4.0,-21.0,0,1
497,1.0,24.7,3.0,0.12,-1.34,0,1.0,3.0,-60.0,1,1
498,3.0,33.5,3.2,0.87,0.01,1,1.0,4.0,-61.0,1,1
499,6.0,28.0,3.0,1.09,-0.24,0,1.0,4.0,-61.0,1,0
500,3.0,29.0,3.5,-1.35,-2.2,0,1.0,3.0,-59.0,1,0
501,4.0,41.0,2.8,-1.51,-1.65,0,1.0,5.0,-65.0,0,0
502,6.0,39.5,2.6,1.52,1.82,1,2.0,3.0,-45.0,0,1
503,3.0,43.0,3.3,1.35,1.58,1,1.0,4.0,-62.0,1,1
504,2.0,35.0,3.1,-1.04,-0.66,0,1.0,4.0,-61.0,0,1
505,3.0,35.3,3.3,0.22,-0.14,0,1.0,3.0,-58.0,0,0
506,1.0,32.0,2.6,-0.04,-0.43,0,1.0,3.0,-58.0,0,0
507,1.0,31.0,3.4,0.49,0.53,1,1.0,3.0,-67.0,1,1
508,6.0,31.0,1.8,0.95,0.09,0,1.0,2.0,-53.0,0,0
509,2.0,37.0,4.0,0.94,1.36,1,1.0,4.0,-62.0,1,1
510,3.0,36.0,2.6,-0.52,-1.35,0,1.0,4.0,-66.0,1,1
511,3.0,33.0,3.2,-0.48,-1.2,1,1.0,3.0,-60.0,0,1
512,3.0,39.0,3.1,0.63,-0.64,0,1.0,3.0,-60.0,0,1
513,2.0,32.5,2.9,-1.04,-1.84,0,1.0,3.0,-62.0,0,0
514,3.0,32.0,3.0,-0.42,0.0,0,2.0,4.0,-55.0,1,1
515,2.0,32.0,3.3,-0.39,-1.37,0,1.0,4.0,-61.0,1,1
516,4.0,44.0,3.7,0.27,0.02,1,1.0,2.0,-62.0,0,1
517,3.0,27.0,2.7,-1.83,-1.92,0,1.0,3.0,-60.0,1,0
518,3.0,44.0,3.4,0.54,0.61,1,1.0,3.0,-62.0,1,1
519,4.0,37.7,3.3,-0.92,-0.55,0,1.0,4.0,-60.0,0,1
520,3.0,28.0,3.3,1.43,1.57,1,1.0,4.0,-61.0,0,1
521,2.0,43.0,3.2,-0.84,-0.93,0,1.0,1.0,-52.0,0,1
522,3.0,37.0,3.3,-0.32,-0.48,1,1.0,4.0,-62.0,1,1
523,3.0,34.0,3.5,-0.38,0.12,1,1.0,2.0,-61.0,0,1
524,6.0,28.0,3.3,1.16,0.54,0,1.0,2.0,-61.0,0,1
525,3.0,24.0,3.3,-0.73,-0.43,0,1.0,3.0,-43.0,1,0
526,3.0,25.0,3.7,-0.23,-0.75,0,1.0,1.0,-56.0,1,0
527,4.0,29.5,3.7,-1.77,-1.91,1,1.0,4.0,-61.0,0,0
528,5.0,42.5,3.7,1.14,1.04,1,1.0,4.0,-62.0,0,1
529,3.0,41.0,2.6,-0.69,-0.73,1,1.0,3.0,-60.0,0,1
530,4.0,34.0,3.5,-1.43,-1.42,0,1.0,5.0,-62.0,1,1
531,3.0,35.0,2.8,-1.7,-1.16,0,1.0,3.0,-62.0,0,1
532,3.0,48.0,3.8,0.84,0.01,0,1.0,4.0,-63.0,1,0
533,1.0,23.0,2.8,-2.23,-2.2,0,1.0,3.0,-60.0,1,0
534,4.0,30.0,3.9,-0.45,-0.86,0,1.0,3.0,-62.0,1,0
535,1.0,35.0,3.4,-1.09,-1.46,0,1.0,3.0,-61.0,1,0
536,4.0,39.0,2.5,-0.89,-1.2,0,1.0,3.0,-63.0,1,0
537,3.0,38.0,2.5,0.52,0.96,1,1.0,4.0,-50.0,1,1
538,3.0,30.0,3.5,-1.04,-1.32,0,1.0,3.0,-59.0,1,1
539,4.0,30.0,3.3,-0.41,-0.7,0,2.0,4.0,-59.0,0,0
540,4.0,42.0,3.6,2.02,2.17,1,1.0,3.0,-66.0,0,1
541,1.0,40.0,3.8,0.84,0.69,1,1.0,2.0,-61.0,1,1
542,3.0,36.0,3.4,0.71,0.66,1,1.0,3.0,-62.0,0,1
543,5.0,35.0,2.9,-0.14,-0.19,1,1.0,4.0,-61.0,0,1
544,1.0,32.0,2.9,-1.22,-1.09,0,1.0,3.0,-62.0,1,0
545,1.0,39.0,3.5,-0.68,-0.36,1,1.0,2.0,-53.0,0,1
546,2.0,28.0,3.0,-0.16,-0.6,1,1.0,3.0,-62.0,0,0
547,3.0,29.5,2.6,-2.02,-1.64,0,1.0,3.0,-58.0,1,0
548,4.0,46.0,3.6,-0.29,-0.88,0,1.0,4.0,-62.0,0,1
549,1.0,37.0,3.7,-1.92,-1.77,0,1.0,4.0,-62.0,0,1
550,3.0,40.0,3.0,0.86,1.22,1,1.0,4.0,-59.0,0,1
551,3.0,33.0,3.3,0.55,1.06,1,1.0,3.0,-62.0,0,1
552,4.0,37.0,3.4,0.56,0.95,1,1.0,4.0,-62.0,0,1
553,4.0,40.0,3.1,1.23,0.54,1,1.0,4.0,-61.0,0,1
554,2.0,35.0,2.8,1.57,1.35,0,1.0,3.0,-59.0,1,1
555,5.0,40.0,3.3,-1.11,-2.05,1,1.0,3.0,-68.0,0,1
556,4.0,39.0,2.9,-0.16,0.47,1,1.0,3.0,-58.0,0,1
557,1.0,35.0,3.5,0.37,0.61,1,1.0,3.0,-62.0,1,1
558,4.0,41.0,2.7,-0.45,-0.83,1,1.0,3.0,-60.0,0,0
559,4.0,36.0,3.0,-0.51,-1.03,0,1.0,5.0,-61.0,0,0
560,4.0,37.0,3.2,-0.42,-1.41,1,1.0,3.0,-44.0,1,1
561,3.0,36.0,3.2,-0.84,-0.92,1,1.0,4.0,-64.0,1,1
562,4.0,46.0,3.8,-0.97,-1.11,1,1.0,3.0,-62.0,0,1
563,3.0,36.0,3.9,1.13,0.93,1,1.0,3.0,-62.0,1,1
564,3.0,36.0,2.7,0.2,-0.02,1,1.0,4.0,-62.0,0,1
565,1.0,42.0,3.0,0.78,0.55,1,1.0,5.0,-48.0,1,1
566,6.0,22.0,2.9,0.67,-0.08,0,1.0,2.0,-59.0,1,0
567,3.0,31.5,2.8,1.09,1.51,1,1.0,4.0,-57.0,0,0
568,4.0,39.0,3.6,1.04,0.91,1,1.0,3.0,-62.0,0,1
569,4.0,38.0,2.5,-0.36,0.63,0,2.0,1.0,-54.0,0,1
570,1.0,25.5,3.3,-0.91,-1.01,0,1.0,3.0,-58.0,0,0
571,1.0,45.0,3.6,-0.4,-1.12,1,1.0,4.0,-60.0,1,1
572,2.0,32.0,3.3,-0.71,-0.64,0,1.0,2.0,-53.0,1,1
573,6.0,25.0,2.4,-0.42,-1.25,0,1.0,4.0,-60.0,0,0
574,5.0,42.0,2.4,1.55,0.06,1,1.0,3.0,-60.0,0,1
575,1.0,34.0,3.5,-0.05,-0.56,1,1.0,3.0,-60.0,0,1
576,2.0,32.0,3.0,0.93,1.83,1,1.0,1.0,-58.0,0,1
577,3.0,34.0,3.2,-0.76,-1.29,0,1.0,4.0,-65.0,0,1
578,4.0,37.0,2.7,-0.29,-0.62,0,2.0,2.0,-52.0,0,1
579,3.0,30.0,3.3,-1.81,-1.07,0,2.0,3.0,-65.0,0,0
580,1.0,33.0,3.6,0.24,0.11,1,1.0,4.0,-62.0,1,1
581,1.0,36.0,3.3,0.96,0.82,1,1.0,4.0,-61.0,1,1
582,4.0,48.0,3.6,0.29,0.13,1,1.0,5.0,-61.0,0,1
583,3.0,33.0,2.8,-0.89,-1.0,1,1.0,5.0,-58.0,1,0
584,3.0,26.0,3.6,-1.74,-1.8,1,1.0,1.0,-62.0,1,0
585,4.0,44.0,3.2,-1.69,-2.04,0,1.0,3.0,-57.0,0,1
586,3.0,18.0,3.5,-1.14,-0.5,1,2.0,1.0,-47.0,1,0
587,1.0,36.0,3.5,0.58,0.49,1,1.0,4.0,-62.0,0,1
588,3.0,30.0,2.1,-0.17,0.07,0,2.0,3.0,-52.0,1,0
589,3.0,39.0,3.0,-0.56,-1.53,0,1.0,3.0,-59.0,0,1
590,3.0,33.0,3.7,0.38,0.67,1,1.0,3.0,-61.0,1,1
591,1.0,33.0,3.1,1.08,0.29,0,2.0,4.0,-63.0,1,1
592,4.0,40.0,3.7,-0.84,-0.76,1,1.0,4.0,-60.0,1,1
593,3.0,28.0,3.3,-0.79,-1.02,1,1.0,2.0,-62.0,1,0
594,4.0,31.0,3.0,-1.05,-1.37,0,1.0,3.0,-50.0,1,0
595,4.0,37.5,3.2,-0.04,-0.75,0,2.0,4.0,-60.0,0,1
596,3.0,38.0,3.1,-0.1,0.26,1,1.0,1.0,-62.0,0,1
597,4.0,37.0,3.4,-0.26,0.04,0,1.0,2.0,-61.0,0,1
598,5.0,32.0,3.1,-0.85,-1.43,0,1.0,4.0,-60.0,1,0
599,3.0,35.0,3.0,-0.31,-0.67,0,1.0,3.0,-45.0,1,1
600,3.0,38.0,2.5,0.24,0.08,1,1.0,4.0,-58.0,0,1
601,6.0,25.0,2.0,0.28,-1.02,0,1.0,3.0,-57.0,0,0
602,3.0,29.5,3.3,-1.46,-1.93,0,1.0,3.0,-44.0,0,1
603,3.0,26.5,3.2,-0.62,-1.16,0,1.0,3.0,-55.0,0,1
604,3.0,42.0,3.2,0.99,1.12,1,1.0,3.0,-61.0,1,1
605,3.0,32.0,3.1,0.04,0.22,1,1.0,4.0,-62.0,1,1
606,3.0,37.0,3.2,-0.87,-1.02,1,1.0,4.0,-61.0,0,1
607,1.0,28.0,3.2,-0.67,-1.54,0,2.0,2.0,-56.0,1,0
608,1.0,37.0,3.6,0.61,0.93,1,1.0,3.0,-60.0,0,1
609,3.0,33.0,3.2,-0.07,0.05,1,1.0,4.0,-50.0,0,1
610,4.0,44.0,3.9,-0.61,-0.89,1,1.0,3.0,-62.0,1,1
611,5.0,45.0,3.4,1.37,1.71,1,1.0,4.0,-60.0,1,1
612,1.0,26.5,3.7,-0.26,-1.07,0,1.0,3.0,-61.0,1,1
